"Approach" "NbVarSelected" "NbVarInf" "Accuracy_selection" "Specificity_selection" "Sensitivity_selection" "MCC_selection" "Accuracy_test" "Specificity_test" "Sensitivity_test" "MCC_test" "AUC" "Youden" "YoudenSensitivity" "YoudenSpecificity" "TPR" "TNR" "MAE" "Runtime" "TrainingTime" "TestTime" "VarSelected"
"336" "GAMMA_FORW" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8525 0.854349951124145 0.850562947799386 0.704867412379944 0.852456449461765 0.514814463629233 0.843398157625384 0.867057673509286 0.850562947799386 0.854349951124145 0.200006915000654 0.309999999999945 0.160000000000082 0 "x1;x2"
"337" "LASSO" 3 3 1 1 1 1 0.86 0.859237536656892 0.860798362333674 0.719926420580285 0.860017949495283 0.589638318986448 0.831115660184237 0.898338220918866 0.860798362333674 0.859237536656892 0.192294411682034 3.73000000000002 0.110000000000127 0.0199999999999818 "x1;x2;x3"
"338" "RFI" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8525 0.854349951124145 0.850562947799386 0.704867412379944 0.852456449461765 0.514814463629233 0.843398157625384 0.867057673509286 0.850562947799386 0.854349951124145 0.200006915000654 11.4099999999999 0.0399999999999636 0.0199999999999818 "x1;x2"
"339" "STEP" 6 3 0.88 0.863636363636364 1 0.657128740672771 0.8615 0.858260019550342 0.86489252814739 0.722997399319964 0.861576273848866 0.540260806978291 0.849539406345957 0.87683284457478 0.86489252814739 0.858260019550342 0.191742824662241 2.20999999999981 0.0699999999999363 0.00999999999999091 "x1;x2;x3;Noise15;Noise18;Noise22"
"340" "SU" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.766 0.757575757575758 0.77482088024565 0.532262453604729 0.766198318910704 0.570322261016251 0.72057318321392 0.813294232649071 0.77482088024565 0.757575757575758 0.311352008361679 0.200000000000045 0.0699999999999363 0.0199999999999818 "x1"
"341" "SVM-RFE" 8 3 0.8 0.772727272727273 1 0.538305421923955 0.86 0.86217008797654 0.857727737973388 0.719866135773019 0.859948912974964 0.483668547779763 0.871033776867963 0.856304985337243 0.857727737973388 0.86217008797654 0.192194067687513 22.3599999999999 0.0499999999999545 0.0199999999999818 "Noise15;Noise18;Noise22;Noise8;Noise9;x1;x2;x3"
"342" "CFS" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.7755 0.788118811881188 0.762626262626263 0.55098234721915 0.775372537253725 0.512665756916343 0.757575757575758 0.796039603960396 0.762626262626263 0.788118811881188 0.309605742516747 0.139999999999873 0.0499999999999545 0 "x1"
"343" "CHI2" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.858 0.847524752475248 0.868686868686869 0.716246005234012 0.858105810581058 0.535338305608193 0.854545454545454 0.866336633663366 0.868686868686869 0.847524752475248 0.201505629932943 0.0899999999999181 0.0399999999999636 0.00999999999999091 "x1;x2"
"344" "FULL" 25 3 0.12 0 1 0 0.8645 0.851485148514851 0.877777777777778 0.729358123259419 0.864631463146315 0.481221824174921 0.887878787878788 0.845544554455446 0.877777777777778 0.851485148514851 0.190758495365334 0 0.0800000000001546 0.0199999999999818 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22"
"345" "GAMMA_BACK" 3 3 1 1 1 1 0.8685 0.85049504950495 0.886868686868687 0.737637108911391 0.868681868186819 0.476449114794098 0.895959595959596 0.842574257425743 0.886868686868687 0.85049504950495 0.19143238864312 5.38000000000011 0.0700000000001637 0.0199999999999818 "x1;x2;x3"
"346" "GAMMA_BF" 3 3 1 1 1 1 0.8685 0.85049504950495 0.886868686868687 0.737637108911391 0.868681868186819 0.476449114794098 0.895959595959596 0.842574257425743 0.886868686868687 0.85049504950495 0.19143238864312 0.269999999999982 0.0499999999999545 0 "x1;x2;x3"
"347" "GAMMA_FORW" 3 3 1 1 1 1 0.8685 0.85049504950495 0.886868686868687 0.737637108911391 0.868681868186819 0.476449114794098 0.895959595959596 0.842574257425743 0.886868686868687 0.85049504950495 0.19143238864312 0.25 0.0599999999999454 0.00999999999999091 "x1;x2;x3"
"348" "LASSO" 7 2 0.76 0.772727272727273 0.666666666666667 0.318009985897222 0.6645 0.675247524752475 0.653535353535354 0.328869226429262 0.664391439143914 0.494027283325661 0.671717171717172 0.668316831683168 0.653535353535354 0.675247524752475 0.419616051876932 2.26999999999998 0.0499999999999545 0.0199999999999818 "x2;x3;Noise2;Noise8;Noise10;Noise18;Noise19"
"349" "RFI" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.858 0.847524752475248 0.868686868686869 0.716246005234012 0.858105810581058 0.535338305608193 0.854545454545454 0.866336633663366 0.868686868686869 0.847524752475248 0.201505629932943 8.34999999999991 0.0500000000001819 0.0199999999999818 "x1;x2"
"350" "STEP" 7 3 0.84 0.818181818181818 1 0.592156525463792 0.8625 0.849504950495049 0.875757575757576 0.725357201012765 0.862631263126313 0.494882586037651 0.878787878787879 0.849504950495049 0.875757575757576 0.849504950495049 0.19078093592279 1.75999999999999 0.0599999999999454 0.00999999999999091 "x1;x2;x3;Noise19;Noise8;Noise18;Noise2"
"351" "SU" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.7755 0.788118811881188 0.762626262626263 0.55098234721915 0.775372537253725 0.512665756916343 0.757575757575758 0.796039603960396 0.762626262626263 0.788118811881188 0.309605742516747 0.129999999999882 0.0399999999999636 0 "x1"
"352" "SVM-RFE" 7 3 0.84 0.818181818181818 1 0.592156525463792 0.8675 0.85049504950495 0.884848484848485 0.735574932202434 0.867671767176718 0.490122231361086 0.88989898989899 0.848514851485148 0.884848484848485 0.85049504950495 0.190970514045683 25.3199999999999 0.0599999999999454 0 "Noise10;Noise14;Noise18;Noise19;x1;x2;x3"
"353" "CFS" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8595 0.877245508982036 0.841683366733467 0.719420049534308 0.859464437857751 0.510365856352155 0.839679358717435 0.885229540918164 0.841683366733467 0.877245508982036 0.21266389880345 0.180000000000064 0.0499999999999545 0 "x1;x2"
"354" "CHI2" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8595 0.877245508982036 0.841683366733467 0.719420049534308 0.859464437857751 0.510365856352155 0.839679358717435 0.885229540918164 0.841683366733467 0.877245508982036 0.21266389880345 0.110000000000127 0.0599999999999454 0 "x1;x2"
"355" "FULL" 25 3 0.12 0 1 0 0.8625 0.88622754491018 0.838677354709419 0.725775266638495 0.862452449809799 0.417973177218333 0.88877755511022 0.846307385229541 0.838677354709419 0.88622754491018 0.201437506549402 0 0.0900000000001455 0.0299999999999727 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22"
"356" "GAMMA_BACK" 3 3 1 1 1 1 0.8675 0.890219560878243 0.844689378757515 0.735720522389912 0.867454469817879 0.44638796443744 0.87875751503006 0.863273453093812 0.844689378757515 0.890219560878243 0.202141326723687 5.76999999999998 0.0899999999999181 0.0199999999999818 "x1;x2;x3"
"357" "GAMMA_BF" 3 3 1 1 1 1 0.8675 0.890219560878243 0.844689378757515 0.735720522389912 0.867454469817879 0.44638796443744 0.87875751503006 0.863273453093812 0.844689378757515 0.890219560878243 0.202141326723687 0.460000000000036 0.1400000000001 0.0199999999999818 "x1;x2;x3"
"358" "GAMMA_FORW" 3 3 1 1 1 1 0.8675 0.890219560878243 0.844689378757515 0.735720522389912 0.867454469817879 0.44638796443744 0.87875751503006 0.863273453093812 0.844689378757515 0.890219560878243 0.202141326723687 0.319999999999936 0.139999999999873 0 "x1;x2;x3"
"359" "LASSO" 4 3 0.96 0.954545454545455 1 0.846114112226649 0.87 0.892215568862275 0.847695390781563 0.740693548586869 0.869955479821919 0.508211839964521 0.844689378757515 0.897205588822355 0.847695390781563 0.892215568862275 0.202000903363904 2.66000000000008 0.0599999999999454 0.0199999999999818 "x1;x2;x3;Noise21"
"360" "RFI" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8595 0.877245508982036 0.841683366733467 0.719420049534308 0.859464437857751 0.510365856352155 0.839679358717435 0.885229540918164 0.841683366733467 0.877245508982036 0.21266389880345 10.1400000000001 0.0800000000001546 0.0199999999999818 "x1;x2"
"361" "STEP" 5 3 0.92 0.909090909090909 1 0.738548945875996 0.8675 0.887225548902196 0.847695390781563 0.735537949512378 0.867460469841879 0.480619258770997 0.859719438877755 0.8812375249501 0.847695390781563 0.887225548902196 0.202020747430384 1.56999999999994 0.0599999999999454 0.0199999999999818 "x1;x2;x3;Noise21;Noise4"
"362" "SU" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.7515 0.765469061876248 0.7374749498998 0.503154626910312 0.751472005888023 0.439445474760787 0.797595190380762 0.717564870259481 0.7374749498998 0.765469061876248 0.316913743329228 0.160000000000082 0.0599999999999454 0.0199999999999818 "x1"
"363" "SVM-RFE" 5 3 0.92 0.909090909090909 1 0.738548945875996 0.8675 0.887225548902196 0.847695390781563 0.735537949512378 0.867460469841879 0.480619258770997 0.859719438877755 0.8812375249501 0.847695390781563 0.887225548902196 0.202020747430384 25.72 0.0600000000001728 0.00999999999999091 "Noise21;Noise4;x1;x2;x3"
"364" "CFS" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.852 0.863265306122449 0.841176470588235 0.704323412973528 0.852220888355342 0.491080988154027 0.848039215686274 0.863265306122449 0.841176470588235 0.863265306122449 0.206494216817081 0.190000000000055 0.0500000000001819 0 "x1;x2"
"365" "CHI2" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.852 0.863265306122449 0.841176470588235 0.704323412973528 0.852220888355342 0.491080988154027 0.848039215686274 0.863265306122449 0.841176470588235 0.863265306122449 0.206494216817081 0.1099999999999 0.0500000000001819 0 "x1;x2"
"366" "FULL" 25 3 0.12 0 1 0 0.852 0.869387755102041 0.835294117647059 0.7046818727491 0.85234093637455 0.449252752945885 0.861764705882353 0.853061224489796 0.835294117647059 0.869387755102041 0.196739766956806 0 0.0899999999999181 0.0299999999999727 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22"
"367" "GAMMA_BACK" 3 3 1 1 1 1 0.8545 0.868367346938775 0.841176470588235 0.709461846628912 0.854771908763506 0.412875162100886 0.885294117647059 0.845918367346939 0.841176470588235 0.868367346938775 0.196579757126578 5.08000000000015 0.0500000000001819 0.0199999999999818 "x1;x2;x3"
"368" "GAMMA_BF" 3 3 1 1 1 1 0.8545 0.868367346938775 0.841176470588235 0.709461846628912 0.854771908763506 0.412875162100886 0.885294117647059 0.845918367346939 0.841176470588235 0.868367346938775 0.196579757126578 0.410000000000082 0.0699999999999363 0.0200000000002092 "x1;x2;x3"
"369" "GAMMA_FORW" 3 3 1 1 1 1 0.8545 0.868367346938775 0.841176470588235 0.709461846628912 0.854771908763506 0.412875162100886 0.885294117647059 0.845918367346939 0.841176470588235 0.868367346938775 0.196579757126578 0.440000000000055 0.1099999999999 0 "x1;x2;x3"
"370" "LASSO" 13 3 0.6 0.545454545454545 1 0.354787437593449 0.8535 0.870408163265306 0.837254901960784 0.707649260678281 0.853831532613045 0.429468362344051 0.870588235294118 0.842857142857143 0.837254901960784 0.870408163265306 0.196774251051092 2.37999999999988 0.0799999999999272 0.0199999999999818 "x1;x2;x3;Noise3;Noise6;Noise7;Noise9;Noise11;Noise15;Noise16;Noise17;Noise18;Noise22"
"371" "RFI" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.852 0.863265306122449 0.841176470588235 0.704323412973528 0.852220888355342 0.491080988154027 0.848039215686274 0.863265306122449 0.841176470588235 0.863265306122449 0.206494216817081 8.93000000000006 0.0700000000001637 0.0199999999999818 "x1;x2"
"372" "STEP" 8 3 0.8 0.772727272727273 1 0.538305421923955 0.851 0.86530612244898 0.837254901960784 0.702489345480392 0.851280512204882 0.451474777305614 0.863725490196078 0.855102040816327 0.837254901960784 0.86530612244898 0.196526499549585 2.13000000000011 0.0599999999999454 0.00999999999999091 "x1;x2;x3;Noise9;Noise18;Noise22;Noise17;Noise7"
"373" "SU" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.765 0.770408163265306 0.759803921568627 0.530106031810604 0.765106042416967 0.469708522517618 0.787254901960784 0.748979591836735 0.759803921568627 0.770408163265306 0.315015641212318 0.130000000000109 0.0499999999999545 0 "x1"
"374" "SVM-RFE" 3 3 1 1 1 1 0.8545 0.868367346938775 0.841176470588235 0.709461846628912 0.854771908763506 0.412875162100886 0.885294117647059 0.845918367346939 0.841176470588235 0.868367346938775 0.196579757126578 21.99 0.0499999999999545 0 "x1;x2;x3"
"375" "CFS" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8455 0.831991951710262 0.858846918489066 0.691158616528786 0.845419435099664 0.539814639002872 0.84493041749503 0.854124748490946 0.858846918489066 0.831991951710262 0.209650690441837 0.149999999999864 0.0399999999999636 0.0199999999999818 "x1;x2"
"376" "CHI2" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8455 0.831991951710262 0.858846918489066 0.691158616528786 0.845419435099664 0.539814639002872 0.84493041749503 0.854124748490946 0.858846918489066 0.831991951710262 0.209650690441837 0.0899999999999181 0.0399999999999636 0 "x1;x2"
"377" "FULL" 25 3 0.12 0 1 0 0.8565 0.841046277665996 0.871769383697813 0.713239823828718 0.856407830681905 0.555684823495837 0.853876739562624 0.864185110663984 0.871769383697813 0.841046277665996 0.196527810629091 0.00999999999999091 0.0800000000001546 0.0199999999999818 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22"
"378" "GAMMA_BACK" 3 3 1 1 1 1 0.856 0.845070422535211 0.866799204771372 0.712097543197758 0.855934813653291 0.576718429881534 0.839960238568588 0.879275653923541 0.866799204771372 0.845070422535211 0.197695240994683 4.17000000000007 0.0399999999999636 0 "x1;x2;x3"
"379" "GAMMA_BF" 3 3 1 1 1 1 0.856 0.845070422535211 0.866799204771372 0.712097543197758 0.855934813653291 0.576718429881534 0.839960238568588 0.879275653923541 0.866799204771372 0.845070422535211 0.197695240994683 0.290000000000191 0.0599999999999454 0.0199999999999818 "x1;x2;x3"
"380" "GAMMA_FORW" 3 3 1 1 1 1 0.856 0.845070422535211 0.866799204771372 0.712097543197758 0.855934813653291 0.576718429881534 0.839960238568588 0.879275653923541 0.866799204771372 0.845070422535211 0.197695240994683 0.25 0.0599999999999454 0.0199999999999818 "x1;x2;x3"
"381" "LASSO" 6 3 0.88 0.863636363636364 1 0.657128740672771 0.8585 0.8420523138833 0.874751491053678 0.717282050068512 0.858401902468489 0.512316433351618 0.872763419483101 0.848088531187123 0.874751491053678 0.8420523138833 0.197306799508352 2.10000000000014 0.0599999999999454 0.0199999999999818 "x1;x2;x3;Noise5;Noise17;Noise19"
"382" "RFI" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8455 0.831991951710262 0.858846918489066 0.691158616528786 0.845419435099664 0.539814639002872 0.84493041749503 0.854124748490946 0.858846918489066 0.831991951710262 0.209650690441837 9.05999999999995 0.0599999999999454 0 "x1;x2"
"383" "STEP" 6 3 0.88 0.863636363636364 1 0.657128740672771 0.8585 0.8420523138833 0.874751491053678 0.717282050068512 0.858401902468489 0.512316433351618 0.872763419483101 0.848088531187123 0.874751491053678 0.8420523138833 0.197306799508352 1.72000000000003 0.0600000000001728 0.00999999999999091 "x1;x2;x3;Noise19;Noise5;Noise17"
"384" "SU" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.7685 0.738430583501006 0.798210735586481 0.537699785583171 0.768320659543744 0.499571939193364 0.799204771371769 0.738430583501006 0.798210735586481 0.738430583501006 0.309627485970779 0.1400000000001 0.0599999999999454 0.0199999999999818 "x1"
"385" "SVM-RFE" 6 3 0.88 0.863636363636364 1 0.657128740672771 0.8585 0.8420523138833 0.874751491053678 0.717282050068512 0.858401902468489 0.512316433351617 0.872763419483101 0.848088531187123 0.874751491053678 0.8420523138833 0.197306799508352 22.9699999999998 0.0599999999999454 0.0199999999999818 "Noise17;Noise19;Noise5;x1;x2;x3"
"386" "CFS" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.846 0.8420523138833 0.849900596421471 0.691990280134225 0.845976455152386 0.545029102188141 0.834990059642147 0.864185110663984 0.849900596421471 0.8420523138833 0.206289204051325 0.25 0.0799999999999272 0 "x1;x2"
"387" "CHI2" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.846 0.8420523138833 0.849900596421471 0.691990280134225 0.845976455152386 0.545029102188141 0.834990059642147 0.864185110663984 0.849900596421471 0.8420523138833 0.206289204051325 0.160000000000082 0.0599999999999454 0.0199999999999818 "x1;x2"
"388" "FULL" 25 3 0.12 0 1 0 0.854 0.85010060362173 0.857852882703777 0.707991720287171 0.853976743162754 0.532151333736245 0.848906560636183 0.860160965794769 0.857852882703777 0.85010060362173 0.199040911826204 0 0.120000000000118 0.0299999999999727 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22"
"389" "GAMMA_BACK" 4 3 0.96 0.954545454545455 1 0.846114112226649 0.8565 0.858148893360161 0.854870775347913 0.71300719074221 0.856509834354037 0.515738167059388 0.852882703777336 0.871227364185111 0.854870775347913 0.858148893360161 0.198510904048713 8.51999999999998 0.0499999999999545 0.0199999999999818 "x1;x2;x3;Noise2"
"390" "GAMMA_BF" 4 3 0.96 0.954545454545455 1 0.846114112226649 0.8565 0.858148893360161 0.854870775347913 0.71300719074221 0.856509834354037 0.515738167059388 0.852882703777336 0.871227364185111 0.854870775347913 0.858148893360161 0.198510904048713 0.449999999999818 0.1400000000001 0.0299999999999727 "x1;x2;x3;Noise2"
"391" "GAMMA_FORW" 4 3 0.96 0.954545454545455 1 0.846114112226649 0.8565 0.858148893360161 0.854870775347913 0.71300719074221 0.856509834354037 0.515738167059388 0.852882703777336 0.871227364185111 0.854870775347913 0.858148893360161 0.198510904048713 0.440000000000055 0.130000000000109 0 "x1;x2;x3;Noise2"
"392" "LASSO" 5 3 0.92 0.909090909090909 1 0.738548945875996 0.8565 0.85513078470825 0.857852882703777 0.712988302017898 0.856491833706013 0.578915208495169 0.831013916500994 0.88933601609658 0.857852882703777 0.85513078470825 0.198771043763071 3.8599999999999 0.0599999999999454 0.0199999999999818 "x1;x2;x3;Noise2;Noise14"
"393" "RFI" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.846 0.8420523138833 0.849900596421471 0.691990280134225 0.845976455152386 0.545029102188141 0.834990059642147 0.864185110663984 0.849900596421471 0.8420523138833 0.206289204051325 10.24 0.0500000000001819 0.0199999999999818 "x1;x2"
"394" "STEP" 5 3 0.92 0.909090909090909 1 0.738548945875996 0.8565 0.85513078470825 0.857852882703777 0.712988302017898 0.856491833706013 0.578915208495169 0.831013916500994 0.88933601609658 0.857852882703777 0.85513078470825 0.198771043763071 1.25999999999999 0.0399999999999636 0.0199999999999818 "x1;x2;x3;Noise2;Noise14"
"395" "SU" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.7725 0.772635814889336 0.772365805168986 0.544994262420568 0.772500810029161 0.514722870036141 0.766401590457256 0.782696177062374 0.772365805168986 0.772635814889336 0.309349392141223 0.100000000000136 0.0399999999999636 0.00999999999999091 "x1"
"396" "SVM-RFE" 4 3 0.96 0.954545454545455 1 0.846114112226649 0.86 0.86317907444668 0.856858846918489 0.720026400620178 0.860018960682585 0.500701677006742 0.856858846918489 0.86317907444668 0.856858846918489 0.86317907444668 0.199450943213828 24.1300000000001 0.0399999999999636 0.0199999999999818 "Noise22;x1;x2;x3"
"397" "CFS" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8585 0.869477911646586 0.847609561752988 0.717211204984909 0.858543736699787 0.442546015640432 0.879482071713147 0.848393574297189 0.847609561752988 0.869477911646586 0.205305356771289 0.190000000000055 0.0600000000001728 0.0199999999999818 "x1;x2"
"398" "CHI2" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8585 0.869477911646586 0.847609561752988 0.717211204984909 0.858543736699787 0.442546015640432 0.879482071713147 0.848393574297189 0.847609561752988 0.869477911646586 0.205305356771289 0.1099999999999 0.0700000000001637 0.0199999999999818 "x1;x2"
"399" "FULL" 25 3 0.12 0 1 0 0.858 0.862449799196787 0.853585657370518 0.716042617143849 0.858017728283653 0.429195880899802 0.883466135458167 0.835341365461847 0.853585657370518 0.862449799196787 0.195734687103857 0 0.0899999999999181 0.00999999999999091 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22"
"400" "GAMMA_BACK" 3 3 1 1 1 1 0.863 0.868473895582329 0.857569721115538 0.72606104265082 0.863021808348934 0.504278082790489 0.857569721115538 0.870481927710843 0.857569721115538 0.868473895582329 0.196300201839367 6.54999999999995 0.0799999999999272 0.00999999999999091 "x1;x2;x3"
"401" "GAMMA_BF" 3 3 1 1 1 1 0.863 0.868473895582329 0.857569721115538 0.72606104265082 0.863021808348934 0.504278082790489 0.857569721115538 0.870481927710843 0.857569721115538 0.868473895582329 0.196300201839367 0.320000000000164 0.0800000000001546 0.0199999999999818 "x1;x2;x3"
"402" "GAMMA_FORW" 3 3 1 1 1 1 0.863 0.868473895582329 0.857569721115538 0.72606104265082 0.863021808348934 0.504278082790489 0.857569721115538 0.870481927710843 0.857569721115538 0.868473895582329 0.196300201839367 0.310000000000173 0.110000000000127 0 "x1;x2;x3"
"403" "LASSO" 7 3 0.84 0.818181818181818 1 0.592156525463792 0.862 0.867469879518072 0.856573705179283 0.724060962647044 0.862021792348678 0.474976520463789 0.866533864541833 0.860441767068273 0.856573705179283 0.867469879518072 0.196009806896708 2.20000000000005 0.120000000000118 0 "x1;x2;x3;Noise5;Noise7;Noise8;Noise21"
"404" "RFI" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.8585 0.869477911646586 0.847609561752988 0.717211204984909 0.858543736699787 0.442546015640432 0.879482071713147 0.848393574297189 0.847609561752988 0.869477911646586 0.205305356771289 10.1700000000001 0.0399999999999636 0.00999999999999091 "x1;x2"
"405" "STEP" 5 3 0.92 0.909090909090909 1 0.738548945875996 0.861 0.869477911646586 0.852589641434263 0.722132548975138 0.861033776540425 0.490772311402583 0.858565737051793 0.865461847389558 0.852589641434263 0.869477911646586 0.196826235271996 1.78999999999996 0.0800000000001546 0 "x1;x2;x3;Noise21;Noise5"
"406" "SU" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.77 0.771084337349398 0.768924302788845 0.540004320051841 0.770004320069121 0.489364957210884 0.776892430278884 0.766064257028112 0.768924302788845 0.771084337349398 0.318865796319295 0.159999999999854 0.0699999999999363 0 "x1"
"407" "SVM-RFE" 5 3 0.92 0.909090909090909 1 0.738548945875996 0.8595 0.865461847389558 0.853585657370518 0.71907087531723 0.859523752380038 0.466549862385622 0.866533864541833 0.858433734939759 0.853585657370518 0.865461847389558 0.195824956875562 24.01 0.0599999999999454 0 "Noise21;Noise8;x1;x2;x3"
"408" "CFS" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.775 0.761375126390293 0.788328387734916 0.549969796182552 0.774851757062605 0.453425272345459 0.825914935707221 0.737108190091001 0.788328387734916 0.761375126390293 0.302499444027424 0.149999999999864 0.0499999999999545 0 "x1"
"409" "CHI2" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.851 0.837209302325581 0.864490603363007 0.702087611999371 0.850849952844294 0.430315083060196 0.897131552917903 0.816986855409505 0.864490603363007 0.837209302325581 0.203520364678459 0.0999999999999091 0.0599999999999454 0 "x1;x2"
"410" "FULL" 25 3 0.12 0 1 0 0.864 0.861476238624874 0.86646884272997 0.727962554780127 0.863972540677422 0.531234418363673 0.858555885262117 0.876643073811931 0.86646884272997 0.861476238624874 0.190954763803542 0 0.0900000000001455 0.0199999999999818 "x1;x2;x3;Noise1;Noise2;Noise3;Noise4;Noise5;Noise6;Noise7;Noise8;Noise9;Noise10;Noise11;Noise12;Noise13;Noise14;Noise15;Noise16;Noise17;Noise18;Noise19;Noise20;Noise21;Noise22"
"411" "GAMMA_BACK" 3 3 1 1 1 1 0.8675 0.863498483316481 0.871414441147379 0.734962542113841 0.86745646223193 0.545630879636564 0.855588526211672 0.88675429726997 0.871414441147379 0.863498483316481 0.191165199987494 4.30000000000018 0.0699999999999363 0.00999999999999091 "x1;x2;x3"
"412" "GAMMA_BF" 3 3 1 1 1 1 0.8675 0.863498483316481 0.871414441147379 0.734962542113841 0.86745646223193 0.545630879636564 0.855588526211672 0.88675429726997 0.871414441147379 0.863498483316481 0.191165199987494 0.25 0.0699999999999363 0 "x1;x2;x3"
"413" "GAMMA_FORW" 3 3 1 1 1 1 0.8675 0.863498483316481 0.871414441147379 0.734962542113841 0.86745646223193 0.545630879636564 0.855588526211672 0.88675429726997 0.871414441147379 0.863498483316481 0.191165199987494 0.25 0.0599999999999454 0.00999999999999091 "x1;x2;x3"
"414" "LASSO" 3 3 1 1 1 1 0.8675 0.863498483316481 0.871414441147379 0.734962542113841 0.86745646223193 0.545630879636564 0.855588526211672 0.88675429726997 0.871414441147379 0.863498483316481 0.191165199987494 2.27999999999997 0.0499999999999545 0.00999999999999091 "x1;x2;x3"
"415" "RFI" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.851 0.837209302325581 0.864490603363007 0.702087611999371 0.850849952844294 0.430315083060196 0.897131552917903 0.816986855409505 0.864490603363007 0.837209302325581 0.203520364678459 8.5 0.0599999999999454 0 "x1;x2"
"416" "STEP" 5 3 0.92 0.909090909090909 1 0.738548945875996 0.8665 0.866531850353893 0.86646884272997 0.732979800929295 0.866500346541932 0.548544285104126 0.851632047477745 0.884732052578362 0.86646884272997 0.866531850353893 0.191090350130279 1.24000000000001 0.0499999999999545 0.00999999999999091 "x1;x2;x3;Noise2;Noise6"
"417" "SU" 1 1 0.92 1 0.333333333333333 0.552770798392567 0.775 0.761375126390293 0.788328387734916 0.549969796182552 0.774851757062605 0.453425272345459 0.825914935707221 0.737108190091001 0.788328387734916 0.761375126390293 0.302499444027424 0.119999999999891 0.0499999999999545 0 "x1"
"418" "SVM-RFE" 5 3 0.92 0.909090909090909 1 0.738548945875996 0.8635 0.861476238624874 0.865479723046489 0.726964322820851 0.863477980835681 0.596610223263892 0.836795252225519 0.898887765419616 0.865479723046489 0.861476238624874 0.190776494182861 22.1599999999999 0.0499999999999545 0.0199999999999818 "Noise18;Noise2;x1;x2;x3"
"419" "CFS" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.853 0.856856856856857 0.849150849150849 0.706024650819611 0.853003853003853 0.375015605173075 0.908091908091908 0.805805805805806 0.849150849150849 0.856856856856857 0.196144755596868 0.279999999999973 0.0499999999999545 0 "x1;x2"
"420" "CHI2" 2 2 0.96 1 0.666666666666667 0.798549409504691 0.853 0.856856856856857 0.849150849150849 0.706024650819611 0.853003853003853 0.375015605173075 0.908091908091908 0.805805805805806 0.849150849150849 0.856856856856857 0.196144755596868 0.189999999999827 0.0699999999999363 0.00999999999999091 "x1;x2"
